"","cluster","nei","min_d","ncom","name","value"
"1733",8,50,0.5,2,"db",0.829734105541508
"1734",8,50,0.5,2,"ch",2480.68420474845
"1735",9,50,0.5,2,"sil",0.391979703320396
"1736",9,50,0.5,2,"db",0.803910848361669
"1737",9,50,0.5,2,"ch",2481.08500433178
"1738",10,50,0.5,2,"sil",0.369757991440325
"1739",10,50,0.5,2,"db",0.872535773933378
"1740",10,50,0.5,2,"ch",2482.35106874141
"1741",1,50,0.8,2,"sil",0
"1742",1,50,0.8,2,"db",0
"1743",1,50,0.8,2,"ch",0
"1744",2,50,0.8,2,"sil",0.436463580402424
"1745",2,50,0.8,2,"db",0.879905148280243
"1746",2,50,0.8,2,"ch",2049.33184105151
"1747",3,50,0.8,2,"sil",0.442464621710998
"1748",3,50,0.8,2,"db",0.811125254372609
"1749",3,50,0.8,2,"ch",2290.88098830136
"1750",4,50,0.8,2,"sil",0.399399190173646
"1751",4,50,0.8,2,"db",0.822535404219488
"1752",4,50,0.8,2,"ch",2276.99239025298
"1753",5,50,0.8,2,"sil",0.418300381858584
"1754",5,50,0.8,2,"db",0.803159847742338
"1755",5,50,0.8,2,"ch",2409.84226597429
"1756",6,50,0.8,2,"sil",0.391129942593971
"1757",6,50,0.8,2,"db",0.828423173667482
"1758",6,50,0.8,2,"ch",2280.84081923125
"1759",7,50,0.8,2,"sil",0.362547853887688
"1760",7,50,0.8,2,"db",0.846444282383572
"1761",7,50,0.8,2,"ch",2237.92526368098
"1762",8,50,0.8,2,"sil",0.370719397570571
"1763",8,50,0.8,2,"db",0.872908467865029
"1764",8,50,0.8,2,"ch",2257.72455869502
"1765",9,50,0.8,2,"sil",0.364903013872728
"1766",9,50,0.8,2,"db",0.893980014915583
"1767",9,50,0.8,2,"ch",2261.39217930056
"1768",10,50,0.8,2,"sil",0.357868019451568
"1769",10,50,0.8,2,"db",0.848589274492312
"1770",10,50,0.8,2,"ch",2267.36985471814
"1771",1,50,0.99,2,"sil",0
"1772",1,50,0.99,2,"db",0
"1773",1,50,0.99,2,"ch",0
"1774",2,50,0.99,2,"sil",0.441095268173097
"1775",2,50,0.99,2,"db",0.87185335601883
"1776",2,50,0.99,2,"ch",2118.22651922435
"1777",3,50,0.99,2,"sil",0.432792647361729
"1778",3,50,0.99,2,"db",0.846387900724392
"1779",3,50,0.99,2,"ch",2185.05561559065
"1780",4,50,0.99,2,"sil",0.39304939877835
"1781",4,50,0.99,2,"db",0.858688371588169
"1782",4,50,0.99,2,"ch",2147.07542721272
"1783",5,50,0.99,2,"sil",0.413906759751691
"1784",5,50,0.99,2,"db",0.787350139240561
"1785",5,50,0.99,2,"ch",2322.39076344073
"1786",6,50,0.99,2,"sil",0.374018314884512
"1787",6,50,0.99,2,"db",0.843718224174706
"1788",6,50,0.99,2,"ch",2197.22516177802
"1789",7,50,0.99,2,"sil",0.36288593097686
"1790",7,50,0.99,2,"db",0.846480443247526
"1791",7,50,0.99,2,"ch",2179.27901574281
"1792",8,50,0.99,2,"sil",0.37064087692537
"1793",8,50,0.99,2,"db",0.834104075930448
"1794",8,50,0.99,2,"ch",2215.26674822655
"1795",9,50,0.99,2,"sil",0.372144363519354
"1796",9,50,0.99,2,"db",0.829941240228751
"1797",9,50,0.99,2,"ch",2214.82410526735
"1798",10,50,0.99,2,"sil",0.358751433211264
"1799",10,50,0.99,2,"db",0.835349796598781
"1800",10,50,0.99,2,"ch",2239.12720866005
